unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT,tradecount
1627560000000,2021-07-29 12:00:00,AAVE/USDT,302.06000000,306.00000000,299.61000000,304.13000000,7712.61550000,2334481.05234400,4297
1627556400000,2021-07-29 11:00:00,AAVE/USDT,305.72000000,306.83000000,300.73000000,301.91000000,8740.83360000,2654064.29111300,5467
1627552800000,2021-07-29 10:00:00,AAVE/USDT,307.60000000,309.33000000,304.58000000,305.67000000,8733.16370000,2683744.37006600,5017
1627549200000,2021-07-29 09:00:00,AAVE/USDT,305.31000000,310.86000000,305.30000000,307.55000000,11623.66610000,3581896.29071200,13310
1627545600000,2021-07-29 08:00:00,AAVE/USDT,304.40000000,306.43000000,302.47000000,305.26000000,6219.35700000,1894253.17195800,4789
1627542000000,2021-07-29 07:00:00,AAVE/USDT,300.68000000,306.75000000,300.10000000,304.36000000,12489.80120000,3795411.07959100,9024
1627538400000,2021-07-29 06:00:00,AAVE/USDT,301.10000000,304.08000000,299.74000000,300.65000000,8009.19280000,2418652.70578400,7521
1627534800000,2021-07-29 05:00:00,AAVE/USDT,297.13000000,301.63000000,295.32000000,301.09000000,7208.45240000,2154796.21800600,4950
1627531200000,2021-07-29 04:00:00,AAVE/USDT,295.05000000,298.19000000,294.36000000,297.05000000,4171.90570000,1238174.72953100,2853
1627527600000,2021-07-29 03:00:00,AAVE/USDT,294.84000000,296.25000000,293.38000000,295.05000000,3855.47010000,1136040.49016300,2440
1627524000000,2021-07-29 02:00:00,AAVE/USDT,295.24000000,298.56000000,294.76000000,294.82000000,4970.29330000,1475691.06123800,3927
1627520400000,2021-07-29 01:00:00,AAVE/USDT,294.20000000,296.16000000,292.41000000,295.29000000,3453.77830000,1017181.33458300,2704
1627516800000,2021-07-29 00:00:00,AAVE/USDT,298.04000000,298.31000000,294.00000000,294.39000000,5590.72390000,1654488.56475400,3180
1627513200000,2021-07-28 23:00:00,AAVE/USDT,295.40000000,298.40000000,293.56000000,297.92000000,4194.30360000,1240717.29921000,2959
1627509600000,2021-07-28 22:00:00,AAVE/USDT,297.33000000,299.00000000,293.77000000,295.42000000,2947.73860000,874813.70599400,2322
1627506000000,2021-07-28 21:00:00,AAVE/USDT,295.21000000,297.84000000,294.69000000,297.33000000,2424.51170000,717869.71403100,1772
1627502400000,2021-07-28 20:00:00,AAVE/USDT,297.97000000,297.97000000,294.44000000,295.25000000,4475.21050000,1325241.40381500,3480
1627498800000,2021-07-28 19:00:00,AAVE/USDT,299.94000000,301.20000000,296.28000000,297.80000000,4991.22810000,1489655.14831700,3508
1627495200000,2021-07-28 18:00:00,AAVE/USDT,293.37000000,301.62000000,292.02000000,299.89000000,10336.50310000,3073969.50798900,7103
1627491600000,2021-07-28 17:00:00,AAVE/USDT,301.75000000,304.26000000,292.97000000,293.46000000,11851.31260000,3538176.91283900,8203
1627488000000,2021-07-28 16:00:00,AAVE/USDT,299.03000000,302.92000000,297.61000000,301.90000000,3929.75980000,1182237.61299700,3032
1627484400000,2021-07-28 15:00:00,AAVE/USDT,297.83000000,301.06000000,296.27000000,298.86000000,4931.83570000,1470410.25868900,3368
1627480800000,2021-07-28 14:00:00,AAVE/USDT,297.32000000,298.97000000,295.00000000,298.03000000,4155.27920000,1235415.96856300,3173
1627477200000,2021-07-28 13:00:00,AAVE/USDT,296.71000000,299.65000000,293.58000000,297.33000000,9557.43020000,2838288.82455100,5870
1627473600000,2021-07-28 12:00:00,AAVE/USDT,305.03000000,305.49000000,296.30000000,296.71000000,11466.07510000,3445386.32163300,7529
1627470000000,2021-07-28 11:00:00,AAVE/USDT,301.30000000,307.04000000,300.50000000,305.00000000,13201.12660000,4018317.84222000,8837
1627466400000,2021-07-28 10:00:00,AAVE/USDT,302.54000000,304.12000000,300.59000000,301.38000000,8955.65240000,2707178.69325600,5099
1627462800000,2021-07-28 09:00:00,AAVE/USDT,298.43000000,302.81000000,297.57000000,302.52000000,7662.07160000,2306240.06933200,3350
1627459200000,2021-07-28 08:00:00,AAVE/USDT,300.85000000,303.87000000,296.95000000,298.41000000,8189.76030000,2459648.92052700,7286
1627455600000,2021-07-28 07:00:00,AAVE/USDT,294.15000000,301.85000000,293.80000000,300.90000000,11852.76450000,3542450.02782400,7096
1627452000000,2021-07-28 06:00:00,AAVE/USDT,300.58000000,300.58000000,292.89000000,294.01000000,9770.66160000,2899154.39729800,7773
1627448400000,2021-07-28 05:00:00,AAVE/USDT,300.08000000,303.50000000,299.65000000,300.48000000,7874.29000000,2373479.16945900,4286
1627444800000,2021-07-28 04:00:00,AAVE/USDT,301.79000000,304.52000000,299.55000000,299.99000000,4733.56210000,1425184.46197600,3763
1627441200000,2021-07-28 03:00:00,AAVE/USDT,304.50000000,306.09000000,300.74000000,301.80000000,5952.50270000,1801853.21091300,4481
1627437600000,2021-07-28 02:00:00,AAVE/USDT,304.08000000,309.00000000,301.69000000,304.46000000,16763.97080000,5117570.51437000,13596
1627434000000,2021-07-28 01:00:00,AAVE/USDT,296.84000000,304.48000000,294.31000000,304.06000000,10288.68730000,3092640.53099600,7925
1627430400000,2021-07-28 00:00:00,AAVE/USDT,299.98000000,300.45000000,295.95000000,296.64000000,7733.70570000,2307769.04655500,4386
1627426800000,2021-07-27 23:00:00,AAVE/USDT,299.01000000,300.52000000,294.54000000,299.94000000,12181.20690000,3615049.44949300,7862
1627423200000,2021-07-27 22:00:00,AAVE/USDT,296.44000000,302.32000000,293.13000000,299.02000000,9474.06890000,2821135.21876200,10146
1627419600000,2021-07-27 21:00:00,AAVE/USDT,292.66000000,298.49000000,292.29000000,296.46000000,11713.07090000,3469767.12371800,9329
1627416000000,2021-07-27 20:00:00,AAVE/USDT,289.04000000,293.20000000,288.84000000,292.66000000,6749.44320000,1969310.96506000,3909
1627412400000,2021-07-27 19:00:00,AAVE/USDT,291.87000000,292.84000000,288.60000000,289.04000000,5933.01140000,1724779.32199700,3719
1627408800000,2021-07-27 18:00:00,AAVE/USDT,288.77000000,292.26000000,283.29000000,291.76000000,11497.98850000,3317692.14749000,7548
1627405200000,2021-07-27 17:00:00,AAVE/USDT,287.26000000,290.70000000,286.78000000,288.75000000,12267.97450000,3541917.62257100,6827
1627401600000,2021-07-27 16:00:00,AAVE/USDT,299.90000000,300.94000000,287.28000000,287.28000000,27350.34000000,8013670.60829300,13325
1627398000000,2021-07-27 15:00:00,AAVE/USDT,302.62000000,304.89000000,298.31000000,299.87000000,14773.07530000,4443724.29562300,6528
1627394400000,2021-07-27 14:00:00,AAVE/USDT,306.85000000,308.02000000,297.60000000,302.54000000,29531.48530000,8916960.98609700,15145
1627390800000,2021-07-27 13:00:00,AAVE/USDT,310.81000000,312.36000000,306.40000000,306.85000000,20226.63930000,6252170.72294100,12457
1627387200000,2021-07-27 12:00:00,AAVE/USDT,307.63000000,311.84000000,303.86000000,310.84000000,20731.91080000,6395236.29864500,12456
1627383600000,2021-07-27 11:00:00,AAVE/USDT,303.54000000,308.29000000,301.44000000,307.83000000,14677.50140000,4462399.32846600,8615
1627380000000,2021-07-27 10:00:00,AAVE/USDT,301.85000000,305.51000000,300.14000000,303.42000000,7801.66930000,2365323.38973600,4901
1627376400000,2021-07-27 09:00:00,AAVE/USDT,299.96000000,303.49000000,297.75000000,302.00000000,10673.38180000,3205575.56845500,6953
1627372800000,2021-07-27 08:00:00,AAVE/USDT,297.43000000,301.48000000,295.56000000,299.94000000,9220.32810000,2758980.98891900,5593
1627369200000,2021-07-27 07:00:00,AAVE/USDT,296.73000000,298.78000000,293.97000000,297.43000000,13826.53890000,4091934.70604000,7633
1627365600000,2021-07-27 06:00:00,AAVE/USDT,296.97000000,300.31000000,296.14000000,296.70000000,8788.75560000,2622692.38828100,7554
1627362000000,2021-07-27 05:00:00,AAVE/USDT,294.10000000,299.00000000,293.47000000,297.08000000,7835.90800000,2323811.94581500,4845
1627358400000,2021-07-27 04:00:00,AAVE/USDT,294.11000000,300.00000000,292.31000000,294.11000000,15976.15620000,4728797.00656700,7191
1627354800000,2021-07-27 03:00:00,AAVE/USDT,291.48000000,294.61000000,285.01000000,294.19000000,15961.88400000,4629228.84706200,8918
1627351200000,2021-07-27 02:00:00,AAVE/USDT,292.15000000,296.46000000,289.79000000,291.37000000,8194.47690000,2400884.29777500,5712
